Horodateur,Nom du créateur,corCrea,Nom de l'Évaluateur,corEval,Version du projet,"Aspect Technique: Qualité du Code (Lisibilité, structure, respect des standards)","Aspect Technique: Fonctionnalité et Robustesse (Absence de bugs majeurs, gestion des erreurs)","Aspect Design/UX: Interface Utilisateur (Attractivité, cohérence visuelle)","Aspect Design/UX: Expérience Utilisateur (Facilité de navigation, intuitivité)","Implémentation des technologies clés (HTML/CSS, JavaScript, Frameworks/Librairies) [Maîtrise HTML et sémantique]","Implémentation des technologies clés (HTML/CSS, JavaScript, Frameworks/Librairies) [Maîtrise CSS et Responsive Design]","Implémentation des technologies clés (HTML/CSS, JavaScript, Frameworks/Librairies) [Complexité et efficacité du JavaScript (front-end)]","Implémentation des technologies clés (HTML/CSS, JavaScript, Frameworks/Librairies) [Utilisation de librairie ou framework (ex: React, Vue, Node.js)]",Innovation et Originalité du Projet,Points forts du projet,Suggestions d'amélioration,Pertinence des améliorations de la nouvelle version,Note Globale Recommandée (sur 20)
16/12/2025 15:37:23,ouarkia,Ouarkia,nali-333,nali-333,1,4,4,2,4,Conforme,Conforme,Conforme,,7,Efficace,Ajout de difficultés,,11
16/12/2025 15:37:40,cruz-almeida,lcruz-almeida,ouarkia,Ouarkia,6,4,4,4,4,Conforme,Conforme,Conforme,Conforme,9,il y'a des son pour tous,les sons tournent en boucles sans s'arreter,9,15
16/12/2025 15:37:45,sakeenasn,sakeenasn,callmejeeh,callmejeeh,3,3,5,5,4,Conforme,Conforme,Conforme,Conforme,,,,9,
16/12/2025 15:37:50,Haithem939,Haithem939,Wafa258,wafa258,4,4,4,4,4,Conforme,Conforme,Conforme,Non Conforme,6,Une animation vient rajouter du dynamisme dans le jeu.,"Ajouter des citations plus pertinentes, ou rendre le jeu plus ludique. ",6,15
16/12/2025 15:38:04,Haithem939,Haithem939,Haithem939 ,Haithem939,6,5,5,5,5,Dépasse les attentes,Conforme,Conforme,Non Conforme,9,"Interface mode galaxy, page d'accueil et air de jeu",Le rendre plus immersif,9,18
16/12/2025 15:38:16,Haithem939,Haithem939,Calrifaii,calrifaii,1,4,4,4,5,Conforme,Conforme,Conforme,Conforme,7,Il est amusante,Si le carré bouge plus lent au début,8,17
16/12/2025 15:38:21,Haithem939,Haithem939,sakeenasn,sakeenasn,3,4,5,5,4,Conforme,Conforme,Conforme,Conforme,6,Le visuel,,7,14
16/12/2025 15:38:33,Haithem939,Haithem939,lcruz-almeida,lcruz-almeida,3,4,4,4,4,Conforme,Conforme,Conforme,Partiellement Conforme,6,,,7,14
16/12/2025 15:38:49,Haithem939,Haithem939,Fatoucmr,fatoucmr,3,4,3,4,4,Conforme,Partiellement Conforme,Partiellement Conforme,Non Conforme,7,"L'originalité du jeu, il est intuitif et facile à comprendre. Visuellement il est beau et donne envie de jouer. ","La phrase qui annonce qu'on a gagné l'inclure dans le jeu directement, un son lorsque l'on clic le carré. Ajoutez d'autres niveaux, un tableau de score.",6,13
16/12/2025 15:38:51,haithem939,Haithem939,kada798,kada798,3,4,4,3,3,Conforme,Conforme,Conforme,Conforme,5,/,"faire un distinction entre different niveux ,un peu similaire",6,14
16/12/2025 15:38:59,Haithem939,Haithem939,kadiriilham634-del,kadiriilham634-del,3,3,4,3,4,Conforme,Partiellement Conforme,Conforme,Non Conforme,6,Le jeu fonctionne et les règles sont faciles à comprendre. Les niveaux et le score rendent le projet intéressant.,Le projet pourrait être amélioré en rendant l’interface plus agréable et plus claire.,6,14
16/12/2025 15:39:28,Haithem939,Haithem939,lizachikhaoui,lizachikhaoui,1,4,3,,4,Conforme,Conforme,Partiellement Conforme,Partiellement Conforme,3,Dynamicité,"Introduire de nouveaux obstacles, défis, ajouter un guide joueur",6,14
16/12/2025 15:39:43,Haithem939,Haithem939,Liline96,Liline96,4,5,4,5,5,Conforme,Conforme,Conforme,Conforme,9,Interface et gameplay agréable en difficulté facile et moyen,La trace rouge est en trop et je ne comprends pas trop son utilité ,8,16
16/12/2025 15:40:37,sakeenasn,sakeenasn,callmejeeh,callmejeeh,4,3,4,3,4,Conforme,Conforme,Conforme,Conforme,,,"L’écran avec les étoiles est assez limité, et si on met le zoom à 0,5x, il n’est pas très esthétique. Peut-être faudrait-il faire un arrière-plan illimité ? La description est la même pour projet 3 et 4",9,
16/12/2025 15:40:46,Haithem939,Haithem939,Juniorald,Juniorald,1,4,4,4,4,Partiellement Conforme,Partiellement Conforme,Non Conforme,Non Conforme,2,amusante,cube doit être plus lent,2,14
16/12/2025 15:40:55,nail-333,nali-333,ouarkia,Ouarkia,1,3,3,3,3,Conforme,Conforme,Conforme,Conforme,5,utile à rajouter dans le cv,rendre ça + jolie,6,12
16/12/2025 15:40:56,Haithem939,Haithem939,Wafa258,wafa258,5,4,4,5,5,Conforme,Dépasse les attentes,Conforme,Non Conforme,7,Le jeu prend forme avec le CSS amélioré.,Ajouter une fonctionnalité de mode plus lumineux. ,7,16
16/12/2025 15:41:12,Haithem939,Haithem939,lcruz-almeida,lcruz-almeida,4,4,4,3,3,Conforme,Conforme,Conforme,Conforme,6,,,5,12
16/12/2025 15:42:07,Haithem939,Haithem939,sakeenasn,sakeenasn,4,4,4,3,3,Conforme,Conforme,Conforme,Conforme,6,,Le cube,5,14
16/12/2025 15:42:09,nail-333,nali-333,ouarkia,Ouarkia,2,4,4,3,4,Conforme,Conforme,Conforme,Conforme,7,l'animation c'est stylée,faire un code couleur des compétence,7,12
16/12/2025 15:42:12,sakeenasn,sakeenasn,callmejeeh,callmejeeh,5,4,5,4,4,Conforme,Conforme,Conforme,Conforme,9,,,8,
16/12/2025 15:42:22,Haithem939,Haithem939,Liline96,Liline96,5,5,4,5,5,Conforme,Conforme,Conforme,Conforme,9,"J'aime bien la modification de l'interface, lisible, clair, le choix de la difficulté ",Problème de double clic encore ,10,17
16/12/2025 15:42:50, Ouarkia ,Ouarkia,Haithem939,Haithem939,1,3,4,3,4,Conforme,Conforme,Partiellement Conforme,Non Conforme,5,Réponse vrai ou fausse immédiate,Mettre des niveaux,5,11
16/12/2025 15:43:00,Haithem939,Haithem939,kadiriilham634-del,kadiriilham634-del,4,3,4,3,4,Conforme,Partiellement Conforme,Partiellement Conforme,Non Conforme,6,Le jeu est plus agréable à utiliser,Le projet pourrait encore être amélioré en rendant le jeu plus original.,6,14
16/12/2025 15:43:04,Haithem939,Haithem939,Fatoucmr,fatoucmr,4,4,3,4,4,Conforme,Conforme,Partiellement Conforme,Non Conforme,7,L''esthétisme et le visuel qui donne envie de jouer. Les phrases de clics qui motive.,"Inclure les phrases ""temps écoulés"" et de victoire dans le jeu. Ajouter un son différent pour chaque niveau, lorsque l'on clic. ",7,14
16/12/2025 15:43:07,haithem939,Haithem939,kada798,kada798,4,3,4,3,3,Conforme,Conforme,Partiellement Conforme,Conforme,5,/,/,7,14
16/12/2025 15:43:12,sakeenasn,sakeenasn,callmejeeh,callmejeeh,6,5,5,5,5,Conforme,Conforme,Conforme,Conforme,,,,6,
16/12/2025 15:43:27,nail-333,nali-333,ouarkia,Ouarkia,3,3,4,4,4,Conforme,Conforme,Conforme,Conforme,8,on peut intéragir avec,"un emojis ne s'affiche pas correctement, à modifier ",8,13
16/12/2025 15:43:34,Haithem939,Haithem939,Wafa258,wafa258,6,4,5,5,5,Conforme,Dépasse les attentes,Conforme,Non Conforme,7,Le jeu est concret avec l'ajout de la première scène. ,Rendre le jeu plus joyeux en utilisant des thèmes différents.,8,17
16/12/2025 15:44:29,Haithem939,Haithem939,Calrifaii,calrifaii,2,4,4,4,4,Conforme,Conforme,Conforme,Partiellement Conforme,6,la carré est plus lent maintenant ,,7,17
16/12/2025 15:44:43,Haithem939,Haithem939,THAUT627,THAUT627,3,4,2,3,3,Conforme,Non Conforme,Conforme,Non Conforme,6,Le design du projet,"Le carré ne touche aucune surface donc commencer par changer ça. La sélection des niveaux on devient que c'est les champs facile, moyen et difficile mais mettre du noir sur blanc c'est plus visible que du blanc sur blanc. Les champs qui n sont pas changeable les afficher directement sur le jeu ou les rendre opérationnel. Remplacer le pop up par un texte ""vous avez réussi à toucher le carré ... de fois"" et ensuite le jeu se stoppe.",4,11
16/12/2025 15:44:54,Haithem939,Haithem939,Sakeenasn,sakeenasn,5,5,5,4,5,Conforme,Partiellement Conforme,Conforme,Conforme,7,Le visuel,la bande noir en bas,8,15
16/12/2025 15:44:58,nail-333,nali-333,ouarkia,Ouarkia,4,3,4,4,4,Conforme,Conforme,Conforme,Conforme,7,intégration d'une vidéo ytb,on pourrais voir la note des autre utilisateur,8,13
16/12/2025 15:44:59,Haithem939,Haithem939,lcruz-almeida,lcruz-almeida,5,5,5,4,5,Conforme,Partiellement Conforme,Conforme,Conforme,7,le design amelioré,enlever la barre noir en bas,8,15
16/12/2025 15:45:02,ouarkia,Ouarkia,nali-333,nali-333,2,4,5,3,5,Conforme,Conforme,Conforme,Non Conforme,7,Efficace,Utilisation de framework JavaScript complexe,6,12
16/12/2025 15:45:18,kadiriilham634-del,kadiriilham634-del,callmejeeh,callmejeeh,1,4,5,4,4,Conforme,Conforme,Conforme,Conforme,,,"Je ne sais pas si ""le juste prix"" est un bon nom",,
16/12/2025 15:45:48,Haithem939,Haithem939,Fatoucmr,fatoucmr,5,4,3,4,4,Conforme,Conforme,Partiellement Conforme,Non Conforme,7,"Ajout d'un niveau plus compliqué pour le challenge, et l'effet spatiale sur le carré.",Changer la couleur du carré avec l'effet spatiale et du son. Ajouter une page de démarrage avec une page de contrôle plus mise en avant.  ,7,14
16/12/2025 15:45:52,haithem939,Haithem939,kada798,kada798,5,4,4,3,4,Conforme,Conforme,Conforme,Conforme,5,/,/,6,14
16/12/2025 15:46:19,Haithem939,Haithem939,lizachikhaoui,lizachikhaoui,2,3,4,4,4,Conforme,Conforme,Partiellement Conforme,Partiellement Conforme,3,,,3,14
16/12/2025 15:46:24,kadiriilham634-del,kadiriilham634-del,callmejeeh,callmejeeh,2,4,4,4,3,Conforme,Conforme,Conforme,Partiellement Conforme,,,,5,
16/12/2025 15:46:43, Ouarkia ,Ouarkia,Haithem939,Haithem939,2,3,3,4,4,Conforme,Conforme,Partiellement Conforme,Partiellement Conforme,6,Réponses immédiate,a la fin ca nous met voir résultats mais ça ne les affiche pas,6,12
16/12/2025 15:46:49,Haithem939,Haithem939,Juniorald,Juniorald,1,4,3,5,5,Conforme,Conforme,Partiellement Conforme,Partiellement Conforme,5,le cube deviens lent,,8,16
16/12/2025 15:47:06,Haithem939,Haithem939,kadiriilham634-del,kadiriilham634-del,5,3,4,4,4,Conforme,Conforme,Partiellement Conforme,Non Conforme,7,"Le jeu est plus agréable et plus complet (effets, compte à rebours, niveaux).",Rendre le jeu encore plus clair (ajouter une petite explication au début) et corriger les petits détails du code.,6,"14,05"
16/12/2025 15:47:14,nail-333,nali-333,ouarkia,Ouarkia,5,4,4,4,4,Conforme,Conforme,Conforme,Conforme,8,amélioration visuelle,je comprend pas prq y'a une vidéo youtube,8,14
16/12/2025 15:47:15,Haithem939,Haithem939,Calrifaii,calrifaii,3,4,4,4,,,,,,,,,,17
16/12/2025 15:47:20,Ouarkia,Ouarkia,Wafa258,wafa258,1,3,3,2,3,Conforme,Partiellement Conforme,Partiellement Conforme,Non Conforme,5,Le quizz indique la bonne réponse même en cochant la mauvaise.,Améliorer l'UI design,5,13
16/12/2025 15:47:20,kadiriilham634-del,kadiriilham634-del,callmejeeh,callmejeeh,3,4,4,4,4,Conforme,Conforme,Conforme,Partiellement Conforme,,,,5,
16/12/2025 15:47:38,Haithem939,Haithem939,lcruz-almeida,lcruz-almeida,6,5,5,5,5,Conforme,Conforme,Conforme,Conforme,9,le jeux en lui meme,,9,16
16/12/2025 15:47:39,Haithem939,Haithem939,sakeenasn,sakeenasn,6,5,5,5,5,Conforme,Conforme,Conforme,Conforme,9,"Attractivité visuelle, le jeu en lui même ",,8,16
16/12/2025 15:47:54,kadiriilham634-del,kadiriilham634-del,callmejeeh,callmejeeh,4,4,4,4,3,Conforme,Conforme,Conforme,Partiellement Conforme,,,,1,
16/12/2025 15:48:04,ouarkia,Ouarkia,nali-333,nali-333,3,4,5,3,4,Conforme,Conforme,Conforme,Non Conforme,7,Efficace,Frameworks,4,12
16/12/2025 15:48:18,Haithem939,Haithem939,lizachikhaoui,lizachikhaoui,3,4,3,4,3,,,,,3,,,,"14,5"
16/12/2025 15:48:18,haithem939,Haithem939,kada798,kada798,5,4,4,3,3,Conforme,Conforme,Conforme,Conforme,6,/,/,7,15
16/12/2025 15:48:52,Haithem939,Haithem939,Liline96,Liline96,6,5,4,5,5,Conforme,Conforme,Conforme,Conforme,9,"La flexibilité du gameplay, la belle interface, la propreté du gameplay ","La difficulté hard même avec une souris gaming c'est difficile, le double clic de la souris rend quasiment impossible les difficultés max. Après la liberté de choix du niveau, de vitesse, etc. tempère ce bémol et rend le jeu amusant.",9,17
16/12/2025 15:49:05,Haithem939,Haithem939,Calrifaii,calrifaii,4,4,4,,,,,,,,,,,
16/12/2025 15:49:22,nail-333,nali-333,ouarkia,Ouarkia,6,4,5,5,5,Conforme,Conforme,Conforme,Conforme,9,l'ajout de réalisation universitaire est très intérressante ,ajt un lien cliquable pour voir les autres realisation,9,15
16/12/2025 15:49:27,Ouarkia,Ouarkia,Wafa258,wafa258,1,3,4,2,3,Conforme,Conforme,Partiellement Conforme,Non Conforme,5,Le jeu est ludique et informatif. ,Améliorer le design du jeu pour que ce soit plus attractif. ,6,14
16/12/2025 15:49:28, Ouarkia ,Ouarkia,Haithem939,Haithem939,3,3,4,4,4,Conforme,Conforme,Partiellement Conforme,Partiellement Conforme,6,Facile à utiliser,Rajouter des niveaux,6,13
16/12/2025 15:49:38,kadiriilham634-del,kadiriilham634-del,callmejeeh,callmejeeh,5,4,4,2,4,Conforme,Conforme,Conforme,Partiellement Conforme,,,"Beaucoup d'information ""C'est MOINS ⬇️ ! (❄️ Froid.) Écart important"" ""C'est PLUS ⬆️ ! (🌡️ Tiède.) (+1)""",1,
16/12/2025 15:49:53,Haithem939,Haithem939,Fatoucmr,fatoucmr,6,4,4,4,4,Conforme,Conforme,Partiellement Conforme,Non Conforme,8,"Le compte à rebours lorsque on lance une partie. L'effet visuel étoilée. Le changement de couleur des carrés quand on clic. La liberté de pouvoir choisir le niveau, le temps et la vitesse. ","Un tableau de score, un passage automatique d'un niveau à un autre, une page d'accueil, un son lorsque on démarre la partie et quand elle se termine. ",8,15
16/12/2025 15:50:15,Haithem939,Haithem939,lizachikhaoui,lizachikhaoui,4,4,3,,,,,,,,,,6,"14,5"
16/12/2025 15:51:15,Ouarkia,Ouarkia,Wafa258,wafa258,2,3,4,3,3,Conforme,Partiellement Conforme,Conforme,Non Conforme,6,,,6,14
16/12/2025 15:51:47,kadiriilham634-del,kadiriilham634-del,callmejeeh,callmejeeh,6,4,4,5,4,Conforme,Conforme,Conforme,Partiellement Conforme,,J'aime plus ce choix de palette,,2,
16/12/2025 15:51:47,Haithem939,Haithem939,lizachikhaoui,lizachikhaoui,5,4,4,4,4,,,,,,,,8,15
16/12/2025 15:51:50,Ouarkia,Ouarkia,lcruz-almeida,lcruz-almeida,1,5,5,2,5,Conforme,Conforme,Conforme,,4,,le visuelle,,11
16/12/2025 15:51:53,Ouarkia,Ouarkia,sakeenasn,sakeenasn,1,4,5,2,5,Conforme,Conforme,Conforme,,6,,Le visuel,,12
16/12/2025 15:52:07, Ouarkia ,Ouarkia,Haithem939,Haithem939,4,4,4,3,4,Conforme,Conforme,Partiellement Conforme,Partiellement Conforme,6,Visuel claire,Rajouter des niveaux,6,13
16/12/2025 15:52:09,kada789,kada798,ouarkia,Ouarkia,1,3,3,3,3,Conforme,Conforme,Conforme,Conforme,6,agréable à réaliser le puzzl,mettre des contraintes dans la résolution des puzzle,7,12
16/12/2025 15:52:22,Haithem939,Haithem939,kadiriilham634-del,kadiriilham634-del,6,3,4,4,4,Conforme,Conforme,Partiellement Conforme,Non Conforme,6,,,7,15
16/12/2025 15:52:29,Haithem939,Haithem939,Calrifaii,calrifaii,5,4,4,,,,,,,,,,,
16/12/2025 15:52:30,ouarkia,Ouarkia,nali-333,nali-333,4,5,5,3,4,Conforme,Conforme,Conforme,Non Conforme,7,,,,
16/12/2025 15:52:30,Haithem939,Haithem939,THAUT 627,THAUT627,4,4,2,3,3,Conforme,Non Conforme,Conforme,Non Conforme,6,Esthétique du niveau,"La trainée rouge il faudrait l'enlever ou faire en sorte qu'elle suive vraiment le carré. Maintenant, on ne comprends plus vraiment le but du jeu. Dans cette version, le carré n'a plus trop d'importance c'est la trainé qui prends le dessus. Afficher la vitesse autre part ou enlever les flèches pour augmenter ou baisser la vitesse et le temps. Ou les afficher directement sur le jeu et pas dans l'iu.",2,10
16/12/2025 15:52:39,Ouarkia,Ouarkia,kada798,kada798,1,3,4,3,4,Conforme,Conforme,Partiellement Conforme,Partiellement Conforme,4,facile,/,4,12
16/12/2025 15:52:50,Haithem939,Haithem939,lizachikhaoui,lizachikhaoui,6,4,4,,,,,,,,,,,15
16/12/2025 15:53:30,Haithem939,Haithem939,Juniorald,Juniorald,2,4,4,5,5,Conforme,Conforme,Partiellement Conforme,Partiellement Conforme,7,,,5,16
16/12/2025 15:53:44,Haithem939,Haithem939,kell2107,kell2107,3,2,2,2,1,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,4,,c'est un peu compliquer de cliquer sur le carré en tout cas j'arrive pas,4,10
16/12/2025 15:53:50,Ouarkia,Ouarkia,Fatoucmr,fatoucmr,1,4,4,4,4,Conforme,Conforme,Partiellement Conforme,Non Conforme,8,"Un quizz qui permet d'améliorer et tester sa culture générale, différentes couleurs pour bonne ou mauvaise réponse, c'est fluide et intuitif. ","Ajouter plus de questions, des thèmes par questions, un bouton recommencer, un son lorsque l'on rate une question ou que l'on réussit une question. ",,13
16/12/2025 15:53:51,Ouarkia,Ouarkia,Wafa258,wafa258,3,3,4,3,4,Conforme,Conforme,,Non Conforme,7,Le jeu est ludique.,Améliorer le design du jeu.,7,15
16/12/2025 15:53:53,kada789,kada798,ouarkia,Ouarkia,2,3,3,4,2,Conforme,Conforme,Conforme,Conforme,7,très jolie,"à la décision finale on ne peut pas recommencer, on est coincé sur la page",7,12
16/12/2025 15:54:11,Ouarkia,Ouarkia,sakeenasn,sakeenasn,1,5,5,3,5,Conforme,Conforme,Conforme,,6,,Le visuel ,5,12
16/12/2025 15:54:25,Ouarkia,Ouarkia,kada798,kada798,2,3,4,3,3,Conforme,Conforme,Partiellement Conforme,Partiellement Conforme,4,/,/,6,13
16/12/2025 15:54:29, Ouarkia ,Ouarkia,Haithem939,Haithem939,5,4,4,4,4,Conforme,Conforme,Partiellement Conforme,Partiellement Conforme,7,Ajout de minuteur,Rajouter des niveaux,7,15
16/12/2025 15:54:30,THAUT627,THAUT627,callmejeeh,callmejeeh,1,4,4,4,4,Conforme,Conforme,Conforme,Conforme,,,,,
16/12/2025 15:54:34,Ouarkia,Ouarkia,lcruz-almeida,lcruz-almeida,1,4,5,3,5,Conforme,Conforme,Conforme,,6,,le visuelle ,4,12
16/12/2025 15:54:41,Haithem939,Haithem939,Calrifaii,calrifaii,6,4,4,,,,,,,,,,,
16/12/2025 15:55:01,kada789,kada798,ouarkia,Ouarkia,3,3,3,3,3,Conforme,Conforme,Conforme,Conforme,7,c'est jolie,il y'a des bug,7,13
16/12/2025 15:55:07,ouarkia,Ouarkia,nali-333,nali-333,5,4,4,3,4,Conforme,Conforme,Conforme,Non Conforme,7,,,6,12
16/12/2025 15:55:10,Ouarkia,Ouarkia,Wafa258,wafa258,4,4,4,4,4,Conforme,Conforme,Conforme,Non Conforme,7,Ajout du timer. ,Laisser plus de temps pour répondre aux questions. ,7,16
16/12/2025 15:56:06,Ouarkia,Ouarkia,kadiriilham634-del,kadiriilham634-del,1,3,4,,,,,,,,,,,
16/12/2025 15:56:22,Haithem939,Haithem939,Calrifaii,calrifaii,6,4,4,,,,,,,8,,,,
16/12/2025 15:56:24,Haithem939,Haithem939,Juniorald,Juniorald,3,4,4,4,5,Conforme,Conforme,Partiellement Conforme,Non Conforme,8,,,6,15
16/12/2025 15:56:25,Ouarkia,Ouarkia,kada798,kada798,3,3,4,4,3,Conforme,Conforme,Partiellement Conforme,Partiellement Conforme,4,/,/,5,13
16/12/2025 15:56:33,Ouarkia,Ouarkia,lcruz-almeida,lcruz-almeida,2,4,5,3,5,Conforme,Conforme,Partiellement Conforme,,6,,,6,11
16/12/2025 15:56:39,Ouarkia,Ouarkia,sakeenasn,sakeenasn,2,5,5,3,5,Conforme,Conforme,Conforme,,6,Les questions ,Visuel ,6,12
16/12/2025 15:56:42,Ouarkia,Ouarkia,Wafa258,wafa258,5,4,4,4,4,Conforme,Conforme,Conforme,Partiellement Conforme,8,Ajout de l'historique ce qui améliore l'expérience utilisateur.,Améliorer le design de l'historique.,8,16
16/12/2025 15:56:52,THAUT627,THAUT627,callmejeeh,callmejeeh,2,4,4,4,4,Conforme,Conforme,Conforme,Partiellement Conforme,,,"L’équilibrage de l’argent gagné par ennemi éliminé et par canon n’est pas très bon, ce qui rend l’expérience de jeu un peu plus difficile, mais à part ça, c’est très sympa.",5,
16/12/2025 15:57:04,kada789,kada798,ouarkia,Ouarkia,4,3,4,4,4,Conforme,Conforme,Conforme,Conforme,8,beug corrigé,nous donner + de choix,8,14
16/12/2025 15:57:34,THAUT627,THAUT627,callmejeeh,callmejeeh,3,5,4,4,4,Conforme,Conforme,Conforme,Conforme,,,,10,
16/12/2025 15:57:37, Ouarkia ,Ouarkia,Haithem939,Haithem939,6,4,4,4,4,Conforme,Conforme,Partiellement Conforme,Partiellement Conforme,7,Facile à comprendre,RAJOUTER DES NIVEAUX,7,16
16/12/2025 15:58:01,Ouarkia,Ouarkia,lcruz-almeida,lcruz-almeida,3,5,4,3,5,Conforme,Conforme,Partiellement Conforme,,5,,,4,12
16/12/2025 15:58:01,Ouarkia,Ouarkia,sakeenasn,sakeenasn,3,5,5,3,5,Conforme,Conforme,Conforme,,4,,,4,12
16/12/2025 15:58:18,THAUT627,THAUT627,callmejeeh,callmejeeh,4,5,4,4,4,Conforme,Conforme,Conforme,Conforme,,,,8,
